Sort order,Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Latitude_masked,Longitude_masked,Neighborhood,
2680,Carlisle,American Foxhound,"(42.38848337, -71.12170309)",42.38848337,42.38848337,-71.12170309,North Cambridge,
959,Cerberus,Terrier Mix,"(42.38847766, -71.12585072)",42.38847766,42.38847766,-71.12585072,Neighborhood Nine,
2157,Freya,Labradoddle,"(42.38847422, -71.12162533)",42.38847422,42.38847422,-71.12162533,Neighborhood Nine,
1137,Mini,Long Hair Chihuahua,"(42.38840625, -71.13462528)",42.38840625,42.38840625,-71.13462528,Neighborhood Nine,
1721,Mocha,Havanese,"(42.38839891, -71.12718983)",42.38839891,42.38839891,-71.12718983,Neighborhood Nine,
1303,Ted,West High Land Terrier,"(42.38837838, -71.14570791)",42.38837838,42.38837838,-71.14570791,Cambridge Highlands,
5047,Jj,Labrabor Retriever,"(42.38834614, -71.13931986)",42.38834614,42.38834614,-71.13931986,Neighborhood Nine,
1364,Kai,Chihuahua Mix,"(42.38834573, -71.12294348)",42.38834573,42.38834573,-71.12294348,North Cambridge,
3488,Bella,Terrier,"(42.38834212, -71.12423788)",42.38834212,42.38834212,-71.12423788,North Cambridge,
415,Mikko,Standard Poodle,"(42.38834196, -71.1489677)",42.38834196,42.38834196,-71.1489677,Cambridge Highlands,
3213,Bubba Arthur,Yorkshire Terrier / Shih Tzu,"(42.38830956, -71.11874612)",42.38830956,42.38830956,-71.11874612,Neighborhood Nine,
775,Lucy,Scottish Terrier,"(42.38830399, -71.12031036)",42.38830399,42.38830399,-71.12031036,Neighborhood Nine,
370,Kylie,Terrier,"(42.38830258, -71.11851716)",42.38830258,42.38830258,-71.11851716,North Cambridge,
2578,Truffle,French Bulldog,"(42.38829561, -71.12464367)",42.38829561,42.38829561,-71.12464367,North Cambridge,
764,Priscilla,Pit Bull,"(42.38828823, -71.13022161)",42.38828823,42.38828823,-71.13022161,Neighborhood Nine,
533,Aube,Portuguese Water Dog,"(42.38827392, -71.12763686)",42.38827392,42.38827392,-71.12763686,Neighborhood Nine,
3051,Theo,English Springer Spaniel,"(42.38826345, -71.12034812)",42.38826345,42.38826345,-71.12034812,Neighborhood Nine,
4385,Baby Renta,Shih - Tzu,"(42.38825122, -71.13462379)",42.38825122,42.38825122,-71.13462379,Neighborhood Nine,
4267,Oscar,Irish Water Spaniel,"(42.38822218, -71.11806973)",42.38822218,42.38822218,-71.11806973,Neighborhood Nine,
2769,Pedro,Miniature Schnauzer,"(42.38821368, -71.1308516)",42.38821368,42.38821368,-71.1308516,Neighborhood Nine,
3827,Chiquita,Shih Tzu,"(42.38817272, -71.12621035)",42.38817272,42.38817272,-71.12621035,Neighborhood Nine,
14,Scooter Chernisky,Boston Terrier,"(42.3881654, -71.14522831)",42.3881654,42.3881654,-71.14522831,Cambridge Highlands,
4132,Doobs,Labrador Retriever,"(42.38814435, -71.14565642)",42.38814435,42.38814435,-71.14565642,Cambridge Highlands,
893,Albert,Pug,"(42.38813788, -71.12499216)",42.38813788,42.38813788,-71.12499216,North Cambridge,
1347,Gracie,Labrador Retriever,"(42.38813767, -71.12351266)",42.38813767,42.38813767,-71.12351266,Neighborhood Nine,
3881,Caliban,Bearded Collie,"(42.38813449, -71.12898418)",42.38813449,42.38813449,-71.12898418,Neighborhood Nine,
3550,Zoey,Golden Retriever,"(42.38809235, -71.12935575)",42.38809235,42.38809235,-71.12935575,Neighborhood Nine,
2524,Nelly,Basenji,"(42.38808607, -71.13039786)",42.38808607,42.38808607,-71.13039786,Neighborhood Nine,
1699,Rita,American Bull Dog,"(42.38807483, -71.13250812)",42.38807483,42.38807483,-71.13250812,Neighborhood Nine,
624,Charlie,Yorksire Terrier,"(42.38807088, -71.12741825)",42.38807088,42.38807088,-71.12741825,Neighborhood Nine,
2249,Moose,Dachshund Long Hair,"(42.38806577, -71.12932634)",42.38806577,42.38806577,-71.12932634,Neighborhood Nine,
2963,Leah,Whippet Mix,"(42.38804208, -71.1296945)",42.38804208,42.38804208,-71.1296945,Neighborhood Nine,
4274,Odin,Airedale Terrier,"(42.38804006, -71.1275594)",42.38804006,42.38804006,-71.1275594,Neighborhood Nine,
902,Rusty,Mix,"(42.38803642, -71.14925436)",42.38803642,42.38803642,-71.14925436,Cambridge Highlands,
3444,Luna,Husky,"(42.38802099, -71.14561876)",42.38802099,42.38802099,-71.14561876,Cambridge Highlands,
3454,Sofie,Havanese,"(42.38798685, -71.12484531)",42.38798685,42.38798685,-71.12484531,Neighborhood Nine,
2579,Apollo,Pit Bull Terrier Mix,"(42.38796802, -71.133027)",42.38796802,42.38796802,-71.133027,Neighborhood Nine,
5006,Arya,Shepherd Mix,"(42.38796726, -71.14880501)",42.38796726,42.38796726,-71.14880501,Cambridge Highlands,
2429,Lola Jane,Pekingese,"(42.38793723, -71.14315338)",42.38793723,42.38793723,-71.14315338,Cambridge Highlands,
218,Boots,Shih Tzu,"(42.38789743, -71.12539853)",42.38789743,42.38789743,-71.12539853,Neighborhood Nine,
770,Map,Portuguese Water Dog,"(42.38789621, -71.12804962)",42.38789621,42.38789621,-71.12804962,Neighborhood Nine,
570,Oki Bear,Labrador Retriever,"(42.38788951, -71.1435059)",42.38788951,42.38788951,-71.1435059,Cambridge Highlands,
4010,Madison,Golden Retriever,"(42.38785799, -71.14555641)",42.38785799,42.38785799,-71.14555641,Cambridge Highlands,
4985,Maddie,Hound,"(42.38785172, -71.15800777)",42.38785172,42.38785172,-71.15800777,Strawberry Hill,
4879,Dixie,Golden Retriever,"(42.38784642, -71.12896727)",42.38784642,42.38784642,-71.12896727,Neighborhood Nine,
397,Winnie,Poodle,"(42.38784254, -71.12432575)",42.38784254,42.38784254,-71.12432575,Neighborhood Nine,
1417,Norbert,Australian Terrier,"(42.38784111, -71.13791624)",42.38784111,42.38784111,-71.13791624,Neighborhood Nine,
278,Kayla,Beagle,"(42.38782683, -71.11920859)",42.38782683,42.38782683,-71.11920859,North Cambridge,
2588,Moose,German Shorthair Pointer,"(42.38782568, -71.13148271)",42.38782568,42.38782568,-71.13148271,Neighborhood Nine,
4755,Yuki,Labrador Retriever,"(42.38782488, -71.12829235)",42.38782488,42.38782488,-71.12829235,Neighborhood Nine,
1101,Enzo,Labrador Retriever,"(42.38782389, -71.13109279)",42.38782389,42.38782389,-71.13109279,Neighborhood Nine,
3696,Finnegan,Terrier Mix,"(42.38779469, -71.12531264)",42.38779469,42.38779469,-71.12531264,Neighborhood Nine,
4505,Alex,Bernese Mountain Dog,"(42.38779354, -71.16106849)",42.38779354,42.38779354,-71.16106849,Strawberry Hill,
4539,Sibley,Labradoodle,"(42.38778689, -71.1262431)",42.38778689,42.38778689,-71.1262431,Neighborhood Nine,
2891,Channing,Coonhound - Treeing Walker,"(42.38776582, -71.12419495)",42.38776582,42.38776582,-71.12419495,Neighborhood Nine,
4628,Winston,BOSTON TERRIER,"(42.38776328, -71.1173911)",42.38776328,42.38776328,-71.1173911,NA,
3139,Freya,Mix,"(42.38774491, -71.12378088)",42.38774491,42.38774491,-71.12378088,North Cambridge,
4031,Sully,Labrador Retriever,"(42.38773331, -71.12475683)",42.38773331,42.38773331,-71.12475683,Neighborhood Nine,
312,Tuxedo,Labrador Retriever,"(42.38771344, -71.12812048)",42.38771344,42.38771344,-71.12812048,Neighborhood Nine,
1906,Buggs,Staffordshire Terrier,"(42.38770515, -71.1438074)",42.38770515,42.38770515,-71.1438074,Cambridge Highlands,
1617,Keira,Cavalier King Charles Spaniel,"(42.38769873, -71.13068042)",42.38769873,42.38769873,-71.13068042,Neighborhood Nine,
3553,Faris,Labrador Retriever,"(42.38768387, -71.1280664)",42.38768387,42.38768387,-71.1280664,Neighborhood Nine,
1930,Leon,Labrador Retriever,"(42.38765776, -71.11826134)",42.38765776,42.38765776,-71.11826134,Agassiz,
3165,Lulu,Nova Scotia Duck Tolling Retriever,"(42.38762082, -71.13540552)",42.38762082,42.38762082,-71.13540552,Neighborhood Nine,
1442,Ruby,Goldendoodle,"(42.38762023, -71.14420051)",42.38762023,42.38762023,-71.14420051,Cambridge Highlands,
2871,Sunny,Welsh Terrier,"(42.38760473, -71.12983525)",42.38760473,42.38760473,-71.12983525,Neighborhood Nine,
4640,Apu,Australian Terrier,"(42.38759456, -71.13808095)",42.38759456,42.38759456,-71.13808095,Neighborhood Nine,
2489,Myles,Coonhound - American Black & Tan,"(42.38758507, -71.12837271)",42.38758507,42.38758507,-71.12837271,Neighborhood Nine,
3500,Paco,Portuguese Water Dog,"(42.38758234, -71.1273803)",42.38758234,42.38758234,-71.1273803,Neighborhood Nine,
4140,Mister Bear,French Bulldog,"(42.38757717, -71.12059254)",42.38757717,42.38757717,-71.12059254,Neighborhood Nine,
3082,Jules,Labrador Retriever Mix,"(42.38756501, -71.14540013)",42.38756501,42.38756501,-71.14540013,Cambridge Highlands,
2106,Franny,Shep Mix,"(42.38756346, -71.12196303)",42.38756346,42.38756346,-71.12196303,Neighborhood Nine,
807,Beamer,Golden Retriever,"(42.38755933, -71.14430158)",42.38755933,42.38755933,-71.14430158,Cambridge Highlands,
4091,Sequoia,German Sheherd,"(42.38755569, -71.13125105)",42.38755569,42.38755569,-71.13125105,Neighborhood Nine,
1738,Jolie,Italian Greyhould,"(42.38753386, -71.13067776)",42.38753386,42.38753386,-71.13067776,Neighborhood Nine,
3059,Derby,Boxer,"(42.38752879, -71.1838683)",42.38752879,42.38752879,-71.1838683,NA,
1863,Lou Lou,Cockerpoo,"(42.38751941, -71.12909379)",42.38751941,42.38751941,-71.12909379,Neighborhood Nine,
4182,Apollo,Pitbull Terrier Mix,"(42.38751708, -71.13238547)",42.38751708,42.38751708,-71.13238547,Neighborhood Nine,
507,Happy,Terrier,"(42.38751021, -71.13637598)",42.38751021,42.38751021,-71.13637598,Neighborhood Nine,
5016,Ali,Bernese Mountain Dog,"(42.38750779, -71.16127986)",42.38750779,42.38750779,-71.16127986,Strawberry Hill,
4503,Ellie,Terrier Mix,"(42.38749337, -71.11861093)",42.38749337,42.38749337,-71.11861093,Agassiz,
4081,Spanky,Boxer,"(42.38749216, -71.14427104)",42.38749216,42.38749216,-71.14427104,Cambridge Highlands,
348,Benny,Beagle,"(42.38748751, -71.13589167)",42.38748751,42.38748751,-71.13589167,Neighborhood Nine,
2669,Goodwin,Jack Russell Terr Mix,"(42.38746133, -71.11808666)",42.38746133,42.38746133,-71.11808666,Neighborhood Nine,
3738,Mookie,Maltise Mix,"(42.38745451, -71.12948114)",42.38745451,42.38745451,-71.12948114,Neighborhood Nine,
252,Cooper,Labrador Retriever,"(42.38744301, -71.13044778)",42.38744301,42.38744301,-71.13044778,Neighborhood Nine,
2594,Cecilia Christina Steinhardt,Shih Tzu,"(42.38742316, -71.13743125)",42.38742316,42.38742316,-71.13743125,Neighborhood Nine,
2771,Austin,Labradoodle,"(42.38741204, -71.12672348)",42.38741204,42.38741204,-71.12672348,Neighborhood Nine,
3961,Tatiana,Maltipoo,"(42.38738113, -71.13838306)",42.38738113,42.38738113,-71.13838306,Neighborhood Nine,
3251,Tesla,Boston Terrier,"(42.38735382, -71.13702581)",42.38735382,42.38735382,-71.13702581,Neighborhood Nine,
4456,Rosie,Rat Terrier,"(42.38735218, -71.12957211)",42.38735218,42.38735218,-71.12957211,Neighborhood Nine,
3508,Belinda,Labradoodle,"(42.38734461, -71.13794908)",42.38734461,42.38734461,-71.13794908,Neighborhood Nine,
3884,Winston,Cavapoo,"(42.38732765, -71.12889916)",42.38732765,42.38732765,-71.12889916,Neighborhood Nine,
2877,Rennie,Shepherd Mix,"(42.38732539, -71.12333228)",42.38732539,42.38732539,-71.12333228,Neighborhood Nine,
2953,Pie,Australian Cattle Dog,"(42.38730704, -71.13104857)",42.38730704,42.38730704,-71.13104857,Neighborhood Nine,
1579,Ithemba,Miniature Labradoodle,"(42.38728055, -71.12181637)",42.38728055,42.38728055,-71.12181637,Neighborhood Nine,
724,Lola,Flat Coated Retriever,"(42.38727309, -71.12810323)",42.38727309,42.38727309,-71.12810323,Neighborhood Nine,
3208,Luna,Corgi Pembroke Welsh,"(42.38726159, -71.12920742)",42.38726159,42.38726159,-71.12920742,Neighborhood Nine,
1299,Bella,Labrador Retriever,"(42.38724812, -71.11587788)",42.38724812,42.38724812,-71.11587788,Agassiz,
3365,Hilo,Poodle,"(42.38721288, -71.12359135)",42.38721288,42.38721288,-71.12359135,Neighborhood Nine,
4681,Sam,Dachshund,"(42.38720029, -71.13425806)",42.38720029,42.38720029,-71.13425806,Neighborhood Nine,
3847,Loki,Toy Fox Terrier,"(42.38719173, -71.1450649)",42.38719173,42.38719173,-71.1450649,Cambridge Highlands,
3352,Stella,Australian Shepherd,"(42.38719106, -71.13890747)",42.38719106,42.38719106,-71.13890747,Neighborhood Nine,
2454,Buddy,Great Pyrenese,"(42.38716374, -71.12445468)",42.38716374,42.38716374,-71.12445468,Neighborhood Nine,
1482,Yodel,Pug,"(42.38715342, -71.12586905)",42.38715342,42.38715342,-71.12586905,Neighborhood Nine,
43,Georgie,Golden Retriever,"(42.38715236, -71.12385614)",42.38715236,42.38715236,-71.12385614,Neighborhood Nine,
3154,Max,Australian Shepherd,"(42.38714912, -71.14373396)",42.38714912,42.38714912,-71.14373396,Cambridge Highlands,
4043,Holly,Jack Russel Terrier,"(42.38714187, -71.13140096)",42.38714187,42.38714187,-71.13140096,Neighborhood Nine,
1333,Rusti,Jack Russel Terrier,"(42.38711558, -71.13022933)",42.38711558,42.38711558,-71.13022933,Neighborhood Nine,
3359,Maggie,Bernese Mountain Dog,"(42.38710873, -71.13265134)",42.38710873,42.38710873,-71.13265134,Neighborhood Nine,
4906,Goya,Old English Bull Dog,"(42.38710548, -71.11768879)",42.38710548,42.38710548,-71.11768879,Agassiz,
1487,Tibor,Newfoundland,"(42.38710176, -71.1252223)",42.38710176,42.38710176,-71.1252223,Neighborhood Nine,
1805,Kai,Lab Retriever,"(42.38709994, -71.11989568)",42.38709994,42.38709994,-71.11989568,Neighborhood Nine,
3386,Sadie,Terrier,"(42.38706611, -71.14386834)",42.38706611,42.38706611,-71.14386834,Cambridge Highlands,
4811,Abbie Tingley,Bull Terrier,"(42.38701301, -71.14475923)",42.38701301,42.38701301,-71.14475923,Cambridge Highlands,
4568,Penny,Labrador Retriever,"(42.38700192, -71.13178063)",42.38700192,42.38700192,-71.13178063,Neighborhood Nine,
3739,Dottie,Pit Bull Mix,"(42.38700048, -71.14401572)",42.38700048,42.38700048,-71.14401572,Cambridge Highlands,
1622,Wally,Border Collie,"(42.38699615, -71.12353153)",42.38699615,42.38699615,-71.12353153,Neighborhood Nine,
3938,Mishka,Portuguese Water Dog,"(42.38697566, -71.13547572)",42.38697566,42.38697566,-71.13547572,Neighborhood Nine,
1286,Allie,Cockerpoo,"(42.38696474, -71.12312431)",42.38696474,42.38696474,-71.12312431,Neighborhood Nine,
3189,Sequoia,German Shepherd,"(42.38696247, -71.13143909)",42.38696247,42.38696247,-71.13143909,Neighborhood Nine,
4051,Theodore,Beagle,"(42.38694536, -71.1442431)",42.38694536,42.38694536,-71.1442431,Cambridge Highlands,
2259,Charlie,Min Australian Shepherd,"(42.38694512, -71.12969051)",42.38694512,42.38694512,-71.12969051,Neighborhood Nine,
4792,Chester,BOSTON TERRIER,"(42.38691995, -71.11767547)",42.38691995,42.38691995,-71.11767547,NA,
833,Hobbes,Labrador Retriever,"(42.38691479, -71.12852835)",42.38691479,42.38691479,-71.12852835,Neighborhood Nine,
3607,Cooper,Saint Bernard,"(42.38691222, -71.1305576)",42.38691222,42.38691222,-71.1305576,Neighborhood Nine,
4974,Pudding,Cavalier King Charles Spaniel,"(42.38684755, -71.11621577)",42.38684755,42.38684755,-71.11621577,NA,
2455,Axel,Mountain Cur Mix,"(42.38683786, -71.13079509)",42.38683786,42.38683786,-71.13079509,Neighborhood Nine,
3128,Pepper,Keeshound,"(42.38681606, -71.13024997)",42.38681606,42.38681606,-71.13024997,Neighborhood Nine,
2490,Alice,Labrador Retriever,"(42.38680587, -71.13465156)",42.38680587,42.38680587,-71.13465156,Neighborhood Nine,
4731,Lily,Dalmatian,"(42.38680004, -71.11627227)",42.38680004,42.38680004,-71.11627227,Agassiz,
2996,Holly,Border Terrier,"(42.38679522, -71.12508884)",42.38679522,42.38679522,-71.12508884,Neighborhood Nine,
1154,Rue,Nova Scotia Duck Tolling Retriever,"(42.38675706, -71.12280722)",42.38675706,42.38675706,-71.12280722,Neighborhood Nine,
3031,Willow,Standard Poodle,"(42.38674963, -71.13515847)",42.38674963,42.38674963,-71.13515847,Neighborhood Nine,
5040,Luna,Labradoddle,"(42.38674791, -71.13146636)",42.38674791,42.38674791,-71.13146636,Neighborhood Nine,
3169,Kona,Cavalier King Charles Spaniel,"(42.38674036, -71.12963286)",42.38674036,42.38674036,-71.12963286,Neighborhood Nine,
2460,Sam,Collie,"(42.38673961, -71.12805471)",42.38673961,42.38673961,-71.12805471,Neighborhood Nine,
2846,Ounce,Pug,"(42.38671378, -71.13592302)",42.38671378,42.38671378,-71.13592302,Neighborhood Nine,
595,Colby,Vizsla,"(42.38668439, -71.12278947)",42.38668439,42.38668439,-71.12278947,Neighborhood Nine,
1158,Boo,Labrador Retriever,"(42.38667051, -71.13418558)",42.38667051,42.38667051,-71.13418558,Neighborhood Nine,
856,Luna,Miniature Schnauzer,"(42.38665934, -71.12756941)",42.38665934,42.38665934,-71.12756941,Neighborhood Nine,
3764,Bridge,Plott Hound,"(42.38663234, -71.12900117)",42.38663234,42.38663234,-71.12900117,Neighborhood Nine,
3873,Joey,Lab Mix,"(42.38662398, -71.12197739)",42.38662398,42.38662398,-71.12197739,Neighborhood Nine,
4878,Ginger,Wheaton Terrier,"(42.38662329, -71.12847647)",42.38662329,42.38662329,-71.12847647,Neighborhood Nine,
4379,Rosie,Shih Tzu,"(42.38662262, -71.13764838)",42.38662262,42.38662262,-71.13764838,West Cambridge,
2612,Misty,Border Collie,"(42.38660896, -71.12169817)",42.38660896,42.38660896,-71.12169817,Neighborhood Nine,
220,Mika,Golden Doodle,"(42.38656959, -71.13147464)",42.38656959,42.38656959,-71.13147464,Neighborhood Nine,
4990,Ollie,Goldendoodle,"(42.38656822, -71.11871077)",42.38656822,42.38656822,-71.11871077,Agassiz,
1462,The Truff,Pointer,"(42.38655313, -71.12782262)",42.38655313,42.38655313,-71.12782262,Neighborhood Nine,
2994,Dexter,Labrador Retriever,"(42.38655044, -71.13199278)",42.38655044,42.38655044,-71.13199278,Neighborhood Nine,
4788,Jasper,Shitzu,"(42.38655029, -71.12753312)",42.38655029,42.38655029,-71.12753312,Neighborhood Nine,
3047,Georgette,Belgian Malinois,"(42.38653706, -71.12728135)",42.38653706,42.38653706,-71.12728135,Neighborhood Nine,
1413,Harry,Miniature Dachshund,"(42.38652292, -71.11719282)",42.38652292,42.38652292,-71.11719282,Agassiz,
4243,Rhedd,Mix,"(42.38652194, -71.15870294)",42.38652194,42.38652194,-71.15870294,NA,
1096,Bear,Hound,"(42.38651319, -71.13079354)",42.38651319,42.38651319,-71.13079354,Neighborhood Nine,
1888,Ana Luzia,Golden Retriever,"(42.38649353, -71.11924884)",42.38649353,42.38649353,-71.11924884,Neighborhood Nine,
1985,Alvin,Golden Doodle Mix,"(42.38648921, -71.13129572)",42.38648921,42.38648921,-71.13129572,Neighborhood Nine,
361,Skippy,Cockerpoo,"(42.38648726, -71.13599538)",42.38648726,42.38648726,-71.13599538,West Cambridge,
660,Moby,Poodle,"(42.38647911, -71.13332845)",42.38647911,42.38647911,-71.13332845,Neighborhood Nine,
808,Naya,Rhodesian Ridgeback,"(42.38647468, -71.13129168)",42.38647468,42.38647468,-71.13129168,Neighborhood Nine,
1035,Freddy,Labrador Retriever,"(42.38645993, -71.15665113)",42.38645993,42.38645993,-71.15665113,Strawberry Hill,
2195,Sam,Toy Poodle,"(42.38645911, -71.12316458)",42.38645911,42.38645911,-71.12316458,Neighborhood Nine,
1703,Emma,Golden Retriever,"(42.38644822, -71.12402324)",42.38644822,42.38644822,-71.12402324,Neighborhood Nine,
4802,Golden,Brittany Spaniel,"(42.38641701, -71.12846526)",42.38641701,42.38641701,-71.12846526,Neighborhood Nine,
1515,Shadow,Hovawart,"(42.38640941, -71.12045381)",42.38640941,42.38640941,-71.12045381,Neighborhood Nine,
464,Chloe,Golden Retriever,"(42.38640497, -71.12289097)",42.38640497,42.38640497,-71.12289097,Neighborhood Nine,
4065,Dallas,Cairn Terrier,"(42.38639782, -71.12250481)",42.38639782,42.38639782,-71.12250481,Neighborhood Nine,
4167,Mehitabel,Poodle Mix,"(42.38639242, -71.12593844)",42.38639242,42.38639242,-71.12593844,Neighborhood Nine,
848,Roscoe,Chihuahua,"(42.38636884, -71.12303712)",42.38636884,42.38636884,-71.12303712,Neighborhood Nine,
478,Royal,Boxer,"(42.38636664, -71.13076037)",42.38636664,42.38636664,-71.13076037,Neighborhood Nine,
3583,Duque,Bichon Frise,"(42.38636643, -71.13074773)",42.38636643,42.38636643,-71.13074773,Neighborhood Nine,
666,Prince,Pomeranian,"(42.38634394, -71.12057961)",42.38634394,42.38634394,-71.12057961,Neighborhood Nine,
2570,Pookah,Labrador Retriever,"(42.38633461, -71.13410123)",42.38633461,42.38633461,-71.13410123,Neighborhood Nine,
216,Luna,Labrador Retriever,"(42.38632107, -71.11933639)",42.38632107,42.38632107,-71.11933639,Neighborhood Nine,
740,Lola Estepe,Pitbull,"(42.38629676, -71.13753542)",42.38629676,42.38629676,-71.13753542,West Cambridge,
3951,Wally,Miniature Poodle,"(42.38628592, -71.13810737)",42.38628592,42.38628592,-71.13810737,West Cambridge,
950,Chilton,Blue Heeler Mix,"(42.38628396, -71.13862961)",42.38628396,42.38628396,-71.13862961,Neighborhood Nine,
4196,Boomie,Chihuahua,"(42.38627679, -71.1182215)",42.38627679,42.38627679,-71.1182215,Neighborhood Nine,
4253,Rosie,Terrier,"(42.38626298, -71.12281756)",42.38626298,42.38626298,-71.12281756,Neighborhood Nine,
2282,Gryphon,Schnauzer,"(42.38625071, -71.12054244)",42.38625071,42.38625071,-71.12054244,Neighborhood Nine,
3220,Sparkle,Miniature Poodle,"(42.38624774, -71.13359328)",42.38624774,42.38624774,-71.13359328,Neighborhood Nine,
3705,Dexter,German Shepherd,"(42.38621138, -71.12373418)",42.38621138,42.38621138,-71.12373418,Neighborhood Nine,
3787,Louie,Beagle,"(42.38619812, -71.11769538)",42.38619812,42.38619812,-71.11769538,Agassiz,
2073,Tula,Labrabor Retriever,"(42.38619435, -71.1585162)",42.38619435,42.38619435,-71.1585162,NA,
175,Bela,Vizsla,"(42.38618466, -71.12172486)",42.38618466,42.38618466,-71.12172486,Neighborhood Nine,
521,Lily,Spaniel,"(42.38617985, -71.15841163)",42.38617985,42.38617985,-71.15841163,NA,
3044,Harvey,Miniature Pinscher,"(42.38617414, -71.13146006)",42.38617414,42.38617414,-71.13146006,Neighborhood Nine,
1659,Liza,Labrador Retriever,"(42.38614043, -71.13122344)",42.38614043,42.38614043,-71.13122344,Neighborhood Nine,
2731,Gnocchi,Husky,"(42.38612842, -71.13112701)",42.38612842,42.38612842,-71.13112701,Neighborhood Nine,
5055,Wooster,English Cocker Spaniel,"(42.38611254, -71.13037747)",42.38611254,42.38611254,-71.13037747,Neighborhood Nine,
183,Isabelle,Portuguese Water Dog,"(42.38611047, -71.12920963)",42.38611047,42.38611047,-71.12920963,Neighborhood Nine,
4375,Lexi,Golden Retriever,"(42.38606583, -71.13153069)",42.38606583,42.38606583,-71.13153069,Neighborhood Nine,
2931,Milo,Terrier,"(42.38606566, -71.12771156)",42.38606566,42.38606566,-71.12771156,Neighborhood Nine,
2032,Squigee,Cockerpoo,"(42.38604896, -71.12577304)",42.38604896,42.38604896,-71.12577304,Neighborhood Nine,
1174,Lola,Flat Coated Retriever,"(42.38603263, -71.13067753)",42.38603263,42.38603263,-71.13067753,Neighborhood Nine,
2908,Lil Bit,Boxer,"(42.38603176, -71.13318739)",42.38603176,42.38603176,-71.13318739,Neighborhood Nine,
584,Lila,Boxer,"(42.38600575, -71.1245489)",42.38600575,42.38600575,-71.1245489,Neighborhood Nine,
1776,Daisy,Miniature Poodle,"(42.38600538, -71.12763496)",42.38600538,42.38600538,-71.12763496,Neighborhood Nine,
1556,Emmitt,Labrador Retriever,"(42.38600225, -71.13066727)",42.38600225,42.38600225,-71.13066727,Neighborhood Nine,
193,Obie,Cockerpoo,"(42.3859855, -71.12218814)",42.3859855,42.3859855,-71.12218814,Neighborhood Nine,
1122,Jake,French Bulldog,"(42.38596549, -71.12499871)",42.38596549,42.38596549,-71.12499871,Neighborhood Nine,
1884,Brady,Maltese Mix,"(42.38595995, -71.12537428)",42.38595995,42.38595995,-71.12537428,Neighborhood Nine,
3552,Beezus,Shi Tsu / Terrier / Mix,"(42.38595782, -71.12022712)",42.38595782,42.38595782,-71.12022712,Agassiz,
3565,Maple,Australian Shepherd,"(42.38594199, -71.12759295)",42.38594199,42.38594199,-71.12759295,Neighborhood Nine,
1919,Mimi,Portugese Water Dog,"(42.38592891, -71.1268467)",42.38592891,42.38592891,-71.1268467,Neighborhood Nine,
2614,Ink,Labrador Retriever,"(42.38591897, -71.12165718)",42.38591897,42.38591897,-71.12165718,Neighborhood Nine,
1514,Corliss,Poodle,"(42.38589353, -71.12738518)",42.38589353,42.38589353,-71.12738518,Neighborhood Nine,
3286,Kai,Golden Doodle,"(42.38589276, -71.12442089)",42.38589276,42.38589276,-71.12442089,Neighborhood Nine,
4161,Grace,Hound,"(42.38588757, -71.12987123)",42.38588757,42.38588757,-71.12987123,Neighborhood Nine,
1192,Saga,Great Dane,"(42.38588044, -71.13482775)",42.38588044,42.38588044,-71.13482775,Neighborhood Nine,
2999,Maya,Mix,"(42.38587339, -71.12676502)",42.38587339,42.38587339,-71.12676502,Neighborhood Nine,
3909,Mae,Parson Russell Terrier,"(42.38586515, -71.11590998)",42.38586515,42.38586515,-71.11590998,Agassiz,
662,Lucy,Bloodhound,"(42.38583889, -71.13955613)",42.38583889,42.38583889,-71.13955613,Neighborhood Nine,
4552,Petula,Pug,"(42.38583875, -71.12740288)",42.38583875,42.38583875,-71.12740288,Neighborhood Nine,
4700,Liebchen,Bernese Mountain Dog,"(42.38583537, -71.11615854)",42.38583537,42.38583537,-71.11615854,Agassiz,
842,Wendell,Newfoundland,"(42.38579109, -71.13677673)",42.38579109,42.38579109,-71.13677673,West Cambridge,
160,Soco,Labrador Retriever,"(42.38579046, -71.12073186)",42.38579046,42.38579046,-71.12073186,Neighborhood Nine,
2820,Piper,Golden Doodle,"(42.38577551, -71.12712041)",42.38577551,42.38577551,-71.12712041,Neighborhood Nine,
1305,Mowgli,Carolina Dog,"(42.38575457, -71.12178221)",42.38575457,42.38575457,-71.12178221,Neighborhood Nine,
325,Lorenzo,Poodle,"(42.38574868, -71.12621447)",42.38574868,42.38574868,-71.12621447,Neighborhood Nine,
1298,Ruby,Australian Shepherd,"(42.38574804, -71.12799755)",42.38574804,42.38574804,-71.12799755,Neighborhood Nine,
1059,Colbert,Chihuahua,"(42.38574371, -71.13322732)",42.38574371,42.38574371,-71.13322732,Neighborhood Nine,
1802,Kenai,Golden Retriever,"(42.38573763, -71.12380369)",42.38573763,42.38573763,-71.12380369,Neighborhood Nine,
3078,Gracie,Yorkshire Terrier,"(42.38571559, -71.13452283)",42.38571559,42.38571559,-71.13452283,Neighborhood Nine,
3002,Raegan,Chihuahua,"(42.38571552, -71.13665378)",42.38571552,42.38571552,-71.13665378,Neighborhood Nine,
406,Ali,Chihuahua Mix,"(42.38567762, -71.12926166)",42.38567762,42.38567762,-71.12926166,Neighborhood Nine,
