Sort order,Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Latitude_masked,Longitude_masked,Neighborhood,
2744,Oliver,Beagle,"(42.37690066, -71.13928684)",42.37690066,42.37690066,-71.13928684,West Cambridge,
2340,Fidel,Cavalier King Charles Spaniel,"(42.37688187, -71.14819838)",42.37688187,42.37688187,-71.14819838,West Cambridge,
2289,Gizmo,Cairn Terrier,"(42.37687934, -71.13027113)",42.37687934,42.37687934,-71.13027113,West Cambridge,
3277,Azula,Doberman,"(42.37687357, -71.14607713)",42.37687357,42.37687357,-71.14607713,West Cambridge,
4609,Ginger,Terrier,"(42.37686647, -71.10776361)",42.37686647,42.37686647,-71.10776361,Agassiz,
1585,Seva,Vizla Mix,"(42.37686646, -71.12664076)",42.37686646,42.37686646,-71.12664076,West Cambridge,
3659,Rocky,Beagle,"(42.37685499, -71.12246487)",42.37685499,42.37685499,-71.12246487,Neighborhood Nine,
1206,Keetje,Wire Haired Pointing Griffon,"(42.37684956, -71.14001532)",42.37684956,42.37684956,-71.14001532,West Cambridge,
2481,Coco,Labradoddle,"(42.37684209, -71.13138964)",42.37684209,42.37684209,-71.13138964,West Cambridge,
1253,Scout,Lagotto Romagnolo,"(42.37684019, -71.13805515)",42.37684019,42.37684019,-71.13805515,West Cambridge,
2227,Tazo,Australian Shepherd,"(42.37682367, -71.10984466)",42.37682367,42.37682367,-71.10984466,Mid-Cambridge,
4432,Cello,Samoyed,"(42.37682304, -71.1451607)",42.37682304,42.37682304,-71.1451607,West Cambridge,
2818,Sheldon,Chihuahua,"(42.37680608, -71.14972428)",42.37680608,42.37680608,-71.14972428,West Cambridge,
1905,Buttercup,Beagle/Dachshund Mix,"(42.37680555, -71.12641757)",42.37680555,42.37680555,-71.12641757,West Cambridge,
3177,Oliver,Springer Spaniel,"(42.37679829, -71.12085064)",42.37679829,42.37679829,-71.12085064,Neighborhood Nine,
186,Maggie Mae,Dachshund,"(42.37679335, -71.13220744)",42.37679335,42.37679335,-71.13220744,West Cambridge,
1444,Lola,Labradoddle,"(42.37677444, -71.13997056)",42.37677444,42.37677444,-71.13997056,West Cambridge,
693,Largo,Portuguese Water Dog,"(42.37677403, -71.1434011)",42.37677403,42.37677403,-71.1434011,West Cambridge,
4833,Rocky,LABRADOODLE,"(42.37676984, -71.11196014)",42.37676984,42.37676984,-71.11196014,Agassiz,
2431,Sophie,Retriever - Labrador,"(42.37675447, -71.15232009)",42.37675447,42.37675447,-71.15232009,Strawberry Hill,
3029,Sydney,Labradoddle,"(42.37675431, -71.15037669)",42.37675431,42.37675431,-71.15037669,Strawberry Hill,
208,Kenzie,Australian Cattle Dog,"(42.37675219, -71.10844775)",42.37675219,42.37675219,-71.10844775,Mid-Cambridge,
2504,Hedy Bouquet,French Bulldog,"(42.37671808, -71.14819332)",42.37671808,42.37671808,-71.14819332,West Cambridge,
3593,Orange,Pug,"(42.37671731, -71.09520621)",42.37671731,42.37671731,-71.09520621,NA,
3512,Russel,Labrador Retriever,"(42.37670873, -71.12419677)",42.37670873,42.37670873,-71.12419677,West Cambridge,
523,Hobbes,Greyhound,"(42.37670207, -71.10497452)",42.37670207,42.37670207,-71.10497452,Mid-Cambridge,
2857,Sailor,Italian Greyhould,"(42.37669845, -71.10827649)",42.37669845,42.37669845,-71.10827649,Mid-Cambridge,
3623,Rascal,Irish Terrier,"(42.37668404, -71.14947425)",42.37668404,42.37668404,-71.14947425,Strawberry Hill,
2733,Celeste,Poodle,"(42.37668166, -71.11009992)",42.37668166,42.37668166,-71.11009992,Agassiz,
423,Jasper,Cockerpoo,"(42.37667445, -71.13478003)",42.37667445,42.37667445,-71.13478003,West Cambridge,
3149,Moty,Miniature Poodle,"(42.37667431, -71.13279644)",42.37667431,42.37667431,-71.13279644,West Cambridge,
2667,Daisy,Staffordshire Terr,"(42.37666707, -71.1215355)",42.37666707,42.37666707,-71.1215355,Neighborhood Nine,
3218,Fred,Sheepdog,"(42.37666236, -71.13289747)",42.37666236,42.37666236,-71.13289747,West Cambridge,
4013,Cooper,Boxer,"(42.37665744, -71.13762105)",42.37665744,42.37665744,-71.13762105,West Cambridge,
4553,Buoy,Golden Retriever,"(42.37665697, -71.13976735)",42.37665697,42.37665697,-71.13976735,West Cambridge,
2338,Lexi,Pomeranian,"(42.37663833, -71.12057437)",42.37663833,42.37663833,-71.12057437,Neighborhood Nine,
2471,Roxy,Boxer,"(42.37663721, -71.13801822)",42.37663721,42.37663721,-71.13801822,West Cambridge,
458,Bergthor,Mastiff,"(42.37662718, -71.11155908)",42.37662718,42.37662718,-71.11155908,Agassiz,
1735,Carlo,Dachshund,"(42.37661785, -71.14793832)",42.37661785,42.37661785,-71.14793832,West Cambridge,
2933,Maya,Labrador Retriever,"(42.37661029, -71.11059878)",42.37661029,42.37661029,-71.11059878,Mid-Cambridge,
4918,Oliver,Chihuahua Mix,"(42.37660799, -71.14741468)",42.37660799,42.37660799,-71.14741468,West Cambridge,
2298,Tennessee,Corgi,"(42.37659999, -71.15043963)",42.37659999,42.37659999,-71.15043963,Strawberry Hill,
640,Barnicle,Terrier Mix,"(42.37659118, -71.14899728)",42.37659118,42.37659118,-71.14899728,Strawberry Hill,
2369,Dazzle,Jack Russell Terrier,"(42.37656783, -71.1257258)",42.37656783,42.37656783,-71.1257258,West Cambridge,
978,Tiger,Cockerpoo,"(42.37656206, -71.13112787)",42.37656206,42.37656206,-71.13112787,West Cambridge,
3427,Zena,Samoyed,"(42.37655217, -71.15036179)",42.37655217,42.37655217,-71.15036179,Strawberry Hill,
3519,Dazzle,Jack Russell Terrier,"(42.37654643, -71.1269312)",42.37654643,42.37654643,-71.1269312,West Cambridge,
1331,Mack,Golden Doodle,"(42.37653823, -71.12965314)",42.37653823,42.37653823,-71.12965314,West Cambridge,
3942,Chi,Husky,"(42.37651989, -71.11286687)",42.37651989,42.37651989,-71.11286687,Mid-Cambridge,
88,Tinker,Yorksire Terrier,"(42.37649778, -71.15339044)",42.37649778,42.37649778,-71.15339044,Strawberry Hill,
4846,Gussy,Boxer,"(42.37648812, -71.15518598)",42.37648812,42.37648812,-71.15518598,Strawberry Hill,
2464,Ally,Beagle Mix,"(42.37648775, -71.1340245)",42.37648775,42.37648775,-71.1340245,West Cambridge,
1454,Emma,Golden Doodle,"(42.37648417, -71.14656898)",42.37648417,42.37648417,-71.14656898,West Cambridge,
1570,Tipu Sultan,Standard Poodle,"(42.37648263, -71.13003429)",42.37648263,42.37648263,-71.13003429,West Cambridge,
3493,Subotai,Chow,"(42.37647967, -71.14042514)",42.37647967,42.37647967,-71.14042514,West Cambridge,
1867,Manon,Mixed Breed,"(42.37647814, -71.12133469)",42.37647814,42.37647814,-71.12133469,Neighborhood Nine,
2132,Bayou,Catahoula,"(42.37647161, -71.12346077)",42.37647161,42.37647161,-71.12346077,West Cambridge,
858,Rosie,Cavapoo,"(42.37646785, -71.12874771)",42.37646785,42.37646785,-71.12874771,West Cambridge,
394,Kiley,Aussie Cattle Mix,"(42.37644353, -71.14106079)",42.37644353,42.37644353,-71.14106079,West Cambridge,
4240,Clemetine,Golden Retriever,"(42.37643734, -71.13958046)",42.37643734,42.37643734,-71.13958046,West Cambridge,
1418,Baby,Bedlington Terr,"(42.37643499, -71.1248531)",42.37643499,42.37643499,-71.1248531,West Cambridge,
2079,Pepe,Dachshund,"(42.37642475, -71.147836)",42.37642475,42.37642475,-71.147836,West Cambridge,
3323,Mac,Miniature Poodle,"(42.37642347, -71.12811316)",42.37642347,42.37642347,-71.12811316,West Cambridge,
1485,Walden,Border Collie,"(42.37641612, -71.12102748)",42.37641612,42.37641612,-71.12102748,Neighborhood Nine,
2457,Oz,Cairn Terrier,"(42.37641382, -71.15540562)",42.37641382,42.37641382,-71.15540562,Strawberry Hill,
1324,Colby,Cockerpoo,"(42.37640345, -71.13985577)",42.37640345,42.37640345,-71.13985577,West Cambridge,
2785,Zena,Samoyed,"(42.37640155, -71.15301213)",42.37640155,42.37640155,-71.15301213,Strawberry Hill,
1813,Zdeno,Boston Terrier,"(42.37639286, -71.10954444)",42.37639286,42.37639286,-71.10954444,Mid-Cambridge,
1656,Django,Bich/Poodle,"(42.37638286, -71.15125455)",42.37638286,42.37638286,-71.15125455,Strawberry Hill,
1386,Macie,Chihuahua,"(42.37637959, -71.15281566)",42.37637959,42.37637959,-71.15281566,Strawberry Hill,
3274,Captain Marvel,Jack Russel Terrier,"(42.37637319, -71.13852054)",42.37637319,42.37637319,-71.13852054,West Cambridge,
1853,Max,Cavalier King Charles Spaniel,"(42.37636391, -71.15413246)",42.37636391,42.37636391,-71.15413246,Strawberry Hill,
19,Shayla,Shih Tzu,"(42.37636259, -71.1537388)",42.37636259,42.37636259,-71.1537388,Strawberry Hill,
4582,Keisha,Ret,"(42.37635041, -71.12761639)",42.37635041,42.37635041,-71.12761639,West Cambridge,
4042,Sam,German Shepherd,"(42.37634649, -71.10488101)",42.37634649,42.37634649,-71.10488101,Mid-Cambridge,
30,Spike,Mix,"(42.37634402, -71.15322369)",42.37634402,42.37634402,-71.15322369,Strawberry Hill,
1820,Rusty,Cockerpoo,"(42.37632615, -71.13565494)",42.37632615,42.37632615,-71.13565494,West Cambridge,
130,Samson,Maltese,"(42.37632535, -71.12310077)",42.37632535,42.37632535,-71.12310077,Neighborhood Nine,
2488,Oscar,Lhasa Apso,"(42.37629697, -71.14927951)",42.37629697,42.37629697,-71.14927951,Strawberry Hill,
2408,Peanut,Chihuahua,"(42.37626179, -71.15461168)",42.37626179,42.37626179,-71.15461168,Strawberry Hill,
966,Puck,Golden Doodle,"(42.37623074, -71.15163326)",42.37623074,42.37623074,-71.15163326,Strawberry Hill,
3682,Gigi,Shep,"(42.37622837, -71.13253857)",42.37622837,42.37622837,-71.13253857,West Cambridge,
4096,Dublin,Labradoddle,"(42.37620378, -71.14745152)",42.37620378,42.37620378,-71.14745152,West Cambridge,
983,Sally,Hound,"(42.37620306, -71.1398616)",42.37620306,42.37620306,-71.1398616,West Cambridge,
4023,Lincoln,Maltese Mix,"(42.37620254, -71.12118603)",42.37620254,42.37620254,-71.12118603,Neighborhood Nine,
2590,Zapata,Chihuahua,"(42.37619998, -71.15516531)",42.37619998,42.37619998,-71.15516531,Strawberry Hill,
4325,Harry,Australian Terrier,"(42.37619177, -71.13186174)",42.37619177,42.37619177,-71.13186174,West Cambridge,
2093,Obie,Labrador Retriever,"(42.37617927, -71.12541324)",42.37617927,42.37617927,-71.12541324,West Cambridge,
1904,Lou Lou,Petit Basset Griffon Vendeen,"(42.37617882, -71.13810444)",42.37617882,42.37617882,-71.13810444,West Cambridge,
2599,Oliver,West Highland White Terrier,"(42.37617336, -71.15003884)",42.37617336,42.37617336,-71.15003884,Strawberry Hill,
941,Tucky Sue,Golden Doodle,"(42.37617241, -71.14643523)",42.37617241,42.37617241,-71.14643523,West Cambridge,
4359,Coco,Mix,"(42.37616357, -71.14113241)",42.37616357,42.37616357,-71.14113241,West Cambridge,
4519,Chloe,Cockerpoo,"(42.37616006, -71.12962798)",42.37616006,42.37616006,-71.12962798,West Cambridge,
3897,Zoe,Wheat. Terr,"(42.37615788, -71.11213402)",42.37615788,42.37615788,-71.11213402,Mid-Cambridge,
4617,Sheila,Labradoodle,"(42.37615287, -71.12749864)",42.37615287,42.37615287,-71.12749864,West Cambridge,
2542,Frida,Corgi,"(42.37614759, -71.10530296)",42.37614759,42.37614759,-71.10530296,Mid-Cambridge,
3850,Penelope,Labrador Retriever,"(42.37613811, -71.1308208)",42.37613811,42.37613811,-71.1308208,West Cambridge,
4697,Luna,Pug,"(42.37613481, -71.10716339)",42.37613481,42.37613481,-71.10716339,Mid-Cambridge,
1953,Corbet,Klee Kai,"(42.37612824, -71.1257724)",42.37612824,42.37612824,-71.1257724,West Cambridge,
1091,Strauss,Labrador Retriever,"(42.37612197, -71.13187462)",42.37612197,42.37612197,-71.13187462,West Cambridge,
1229,Minnie,Labrador Retriever,"(42.37611915, -71.12899026)",42.37611915,42.37611915,-71.12899026,West Cambridge,
4477,Fred,Poodle,"(42.37611107, -71.1480789)",42.37611107,42.37611107,-71.1480789,Strawberry Hill,
671,Alice,Dachshund,"(42.37610015, -71.13489919)",42.37610015,42.37610015,-71.13489919,West Cambridge,
4855,Winslow,Australian Labadoodle,"(42.37608215, -71.10676466)",42.37608215,42.37608215,-71.10676466,Mid-Cambridge,
2012,Portia,Mastiff,"(42.37607731, -71.12955955)",42.37607731,42.37607731,-71.12955955,West Cambridge,
2208,Scruffy,Bedlington Terr,"(42.37606344, -71.12469771)",42.37606344,42.37606344,-71.12469771,West Cambridge,
4032,Enzo,Cockerpoo,"(42.37604485, -71.13245467)",42.37604485,42.37604485,-71.13245467,West Cambridge,
860,Chester,Hound,"(42.37602885, -71.1089707)",42.37602885,42.37602885,-71.1089707,Mid-Cambridge,
3908,Banks,Labrador Retriever,"(42.37602387, -71.10165109)",42.37602387,42.37602387,-71.10165109,Mid-Cambridge,
3628,Cassidy,Australian Shepherd,"(42.37601259, -71.14765956)",42.37601259,42.37601259,-71.14765956,West Cambridge,
3461,Lily,Dachshund,"(42.37599262, -71.14739685)",42.37599262,42.37599262,-71.14739685,West Cambridge,
3866,Remy,Bichon Frise,"(42.37599055, -71.12898843)",42.37599055,42.37599055,-71.12898843,West Cambridge,
1089,Beau,Cavalier King Charles Spaniel,"(42.37598557, -71.11000935)",42.37598557,42.37598557,-71.11000935,Agassiz,
1189,Murphy,Corgi Mix,"(42.37597964, -71.13152696)",42.37597964,42.37597964,-71.13152696,West Cambridge,
4622,Bohdi,Portuguese Water Dog,"(42.37596407, -71.12948117)",42.37596407,42.37596407,-71.12948117,West Cambridge,
4168,Bella,Labradoddle,"(42.37595221, -71.12906199)",42.37595221,42.37595221,-71.12906199,West Cambridge,
2181,Maisy,Boxer,"(42.37595004, -71.14685733)",42.37595004,42.37595004,-71.14685733,West Cambridge,
1161,Smokey,Labrador Retriever,"(42.37594261, -71.12257503)",42.37594261,42.37594261,-71.12257503,West Cambridge,
3862,Zebedee,Dachshund,"(42.37592535, -71.1472811)",42.37592535,42.37592535,-71.1472811,West Cambridge,
2833,Chica,Mix,"(42.37591515, -71.13145227)",42.37591515,42.37591515,-71.13145227,West Cambridge,
1434,Manny,Shih Tzu,"(42.37591363, -71.1381283)",42.37591363,42.37591363,-71.1381283,West Cambridge,
2631,Oscar,Lahas Apso,"(42.37591117, -71.15140965)",42.37591117,42.37591117,-71.15140965,Strawberry Hill,
4414,Buster,Brittany Spaniel,"(42.37588776, -71.14853104)",42.37588776,42.37588776,-71.14853104,Strawberry Hill,
2144,Riley,Wire Fox Terrier,"(42.37586206, -71.13179039)",42.37586206,42.37586206,-71.13179039,West Cambridge,
1517,Smokey Joe,Mix,"(42.37585417, -71.15311135)",42.37585417,42.37585417,-71.15311135,Strawberry Hill,
1132,Bella,Poodle,"(42.37582927, -71.13162999)",42.37582927,42.37582927,-71.13162999,West Cambridge,
235,Argos,Labrador Retriever Mix,"(42.37581222, -71.12272675)",42.37581222,42.37581222,-71.12272675,West Cambridge,
1728,Frankie,Pit Bull,"(42.37580867, -71.14844285)",42.37580867,42.37580867,-71.14844285,Strawberry Hill,
2327,Kerry,German Shepherd,"(42.37580596, -71.14656816)",42.37580596,42.37580596,-71.14656816,West Cambridge,
1255,Hugo,Dachschund,"(42.37580318, -71.13713558)",42.37580318,42.37580318,-71.13713558,West Cambridge,
4529,Doja,Golden Retriever Chow Mix,"(42.37578469, -71.09802965)",42.37578469,42.37578469,-71.09802965,Wellington-Harrington,
2856,Casey,Labrador Retriever,"(42.37578314, -71.1008115)",42.37578314,42.37578314,-71.1008115,Mid-Cambridge,
1623,Mikey,Havanese,"(42.37577772, -71.13352109)",42.37577772,42.37577772,-71.13352109,West Cambridge,
3035,Sachi,German Shepherd,"(42.37573548, -71.0950207)",42.37573548,42.37573548,-71.0950207,Wellington-Harrington,
4395,Jack,Manchester Terrier,"(42.37572723, -71.13164483)",42.37572723,42.37572723,-71.13164483,West Cambridge,
4948,Luc,LABRADOR RETRIEVER,"(42.37572697, -71.12921176)",42.37572697,42.37572697,-71.12921176,West Cambridge,
1014,Stella,Shih Tzu,"(42.37570119, -71.14788552)",42.37570119,42.37570119,-71.14788552,West Cambridge,
4930,Yoda,Chihuahua,"(42.37569939, -71.15406824)",42.37569939,42.37569939,-71.15406824,Strawberry Hill,
3179,Bumper,Labradoddle,"(42.37569827, -71.10460561)",42.37569827,42.37569827,-71.10460561,Mid-Cambridge,
1149,Hardy,Beagle Mix,"(42.37569088, -71.14417768)",42.37569088,42.37569088,-71.14417768,West Cambridge,
87,Moz Warring,Mix - Border Collie,"(42.37568507, -71.10725564)",42.37568507,42.37568507,-71.10725564,Mid-Cambridge,
1666,Triscuit,Tibetan Terrier,"(42.37568255, -71.13470149)",42.37568255,42.37568255,-71.13470149,West Cambridge,
119,Noodle,Poodle,"(42.37567987, -71.13170161)",42.37567987,42.37567987,-71.13170161,West Cambridge,
4605,Baci,LABRADOR Retriever,"(42.37565981, -71.14313937)",42.37565981,42.37565981,-71.14313937,West Cambridge,
4374,Willie Lizzie,Lab Hound Mix,"(42.37564779, -71.09444777)",42.37564779,42.37564779,-71.09444777,Wellington-Harrington,
3729,Zenite,Yorksire Terrier,"(42.37563199, -71.09628173)",42.37563199,42.37563199,-71.09628173,Wellington-Harrington,
3129,Joseph,Australian Labradoodle,"(42.37562164, -71.14783403)",42.37562164,42.37562164,-71.14783403,West Cambridge,
3,Mic,Havanese,"(42.37560824, -71.15602601)",42.37560824,42.37560824,-71.15602601,NA,
3899,Cochiti,Tibetan Terrier,"(42.37560685, -71.14143772)",42.37560685,42.37560685,-71.14143772,West Cambridge,
2293,Zoetis,Pug,"(42.37560328, -71.09708445)",42.37560328,42.37560328,-71.09708445,NA,
1542,Yuki,Labrador Retriever,"(42.37560289, -71.1244107)",42.37560289,42.37560289,-71.1244107,West Cambridge,
2640,Sophie,Greyhound,"(42.37560242, -71.10401783)",42.37560242,42.37560242,-71.10401783,Mid-Cambridge,
3597,Griffin,Spaniel,"(42.37559073, -71.12547473)",42.37559073,42.37559073,-71.12547473,West Cambridge,
3225,Murray,Australian Cattle Dog Mix,"(42.37558177, -71.10169394)",42.37558177,42.37558177,-71.10169394,Mid-Cambridge,
388,Marble,Rat Terrier,"(42.37558029, -71.09104068)",42.37558029,42.37558029,-71.09104068,Wellington-Harrington,
5042,Clyde,Miniature Pinscher,"(42.37557878, -71.12328018)",42.37557878,42.37557878,-71.12328018,West Cambridge,
5069,Della Wartak,Sato Puerto Rico,"(42.37557145, -71.10695648)",42.37557145,42.37557145,-71.10695648,Mid-Cambridge,
2993,Lily,Golden Retriever,"(42.37556372, -71.10721565)",42.37556372,42.37556372,-71.10721565,Mid-Cambridge,
4111,Olive,Maltese,"(42.37553672, -71.15111126)",42.37553672,42.37553672,-71.15111126,Strawberry Hill,
2006,Barnaby,French Bulldog,"(42.37553071, -71.10467654)",42.37553071,42.37553071,-71.10467654,Mid-Cambridge,
215,Asterix,Mi-Ki,"(42.37551352, -71.12111577)",42.37551352,42.37551352,-71.12111577,West Cambridge,
4188,Charlie,Labrador Retriever,"(42.37550719, -71.14425915)",42.37550719,42.37550719,-71.14425915,West Cambridge,
3377,Barfie,Maltese,"(42.37550415, -71.14932515)",42.37550415,42.37550415,-71.14932515,West Cambridge,
2666,Lucy,Labrador Retriever,"(42.37549518, -71.13279927)",42.37549518,42.37549518,-71.13279927,West Cambridge,
780,Trudy,Catahoula,"(42.37549291, -71.12511626)",42.37549291,42.37549291,-71.12511626,West Cambridge,
659,Clea,Jack Russel Terrier,"(42.37547962, -71.13785075)",42.37547962,42.37547962,-71.13785075,West Cambridge,
2117,Muffin,Yorkie Poo,"(42.37544826, -71.13309903)",42.37544826,42.37544826,-71.13309903,West Cambridge,
2831,Homer,Pug,"(42.37544248, -71.1407643)",42.37544248,42.37544248,-71.1407643,West Cambridge,
4209,Genghis,Chow Chow,"(42.37543906, -71.1043734)",42.37543906,42.37543906,-71.1043734,Mid-Cambridge,
4097,Roxy,Vizsla,"(42.37543677, -71.11294354)",42.37543677,42.37543677,-71.11294354,Agassiz,
3452,Daisy,Jack Russel Terrier,"(42.37542819, -71.12854656)",42.37542819,42.37542819,-71.12854656,West Cambridge,
4984,Ringo,BASSET HOUND,"(42.37542818, -71.15080429)",42.37542818,42.37542818,-71.15080429,Strawberry Hill,
4737,Penny Lane,BASSET HOUND,"(42.37542643, -71.10660534)",42.37542643,42.37542643,-71.10660534,Mid-Cambridge,
2548,Pica,Cocker Spanial,"(42.37542102, -71.13179387)",42.37542102,42.37542102,-71.13179387,West Cambridge,
2292,Zuni Bear,Australian Shepherd,"(42.37539696, -71.14999308)",42.37539696,42.37539696,-71.14999308,Strawberry Hill,
4090,Marushka,Mix,"(42.37539059, -71.11143353)",42.37539059,42.37539059,-71.11143353,Mid-Cambridge,
2451,Vita,Mix,"(42.37537747, -71.09794748)",42.37537747,42.37537747,-71.09794748,Wellington-Harrington,
4970,Fenway,Labrador Retriever,"(42.37537327, -71.10032833)",42.37537327,42.37537327,-71.10032833,Mid-Cambridge,
3211,Gus,Labrador Retriever,"(42.37536614, -71.14752352)",42.37536614,42.37536614,-71.14752352,West Cambridge,
390,Sultan,Labrador Retriever,"(42.37536256, -71.1243496)",42.37536256,42.37536256,-71.1243496,West Cambridge,
1435,Burtie,Welsh Terrier,"(42.37535855, -71.13749405)",42.37535855,42.37535855,-71.13749405,West Cambridge,
40,Casey,Pit Bull,"(42.37535429, -71.10303198)",42.37535429,42.37535429,-71.10303198,Mid-Cambridge,
1224,Hudson,Lab Mix,"(42.37534615, -71.1331444)",42.37534615,42.37534615,-71.1331444,West Cambridge,
2954,Sweetie,Beagle,"(42.37532621, -71.12608067)",42.37532621,42.37532621,-71.12608067,West Cambridge,
2884,Keena,,"(42.37532587, -71.13374747)",42.37532587,42.37532587,-71.13374747,West Cambridge,
594,Teddy,Yorkshire Terrier,"(42.37531905, -71.12832564)",42.37531905,42.37531905,-71.12832564,West Cambridge,
3272,Muddy Waters,French Bulldog,"(42.37531762, -71.09880021)",42.37531762,42.37531762,-71.09880021,Wellington-Harrington,
936,Rocky,Labrador Retriever,"(42.37531724, -71.10952486)",42.37531724,42.37531724,-71.10952486,Mid-Cambridge,
792,Sally,Terrier,"(42.37531658, -71.12211498)",42.37531658,42.37531658,-71.12211498,West Cambridge,
3368,Red Saenz,Hound Mix,"(42.37531037, -71.13294023)",42.37531037,42.37531037,-71.13294023,West Cambridge,
2033,Kali,German Shepherd,"(42.37530418, -71.11027246)",42.37530418,42.37530418,-71.11027246,Mid-Cambridge,
4095,Rider,Labrador Retriever,"(42.37529233, -71.09867407)",42.37529233,42.37529233,-71.09867407,Wellington-Harrington,
771,Dingo Dogwood,Carolina Dingo,"(42.37528888, -71.10623236)",42.37528888,42.37528888,-71.10623236,Mid-Cambridge,
1894,Emma,Labrador Retriever,"(42.37528024, -71.10959295)",42.37528024,42.37528024,-71.10959295,Mid-Cambridge,
4389,Maggie,Golden Retriever,"(42.37527593, -71.13785566)",42.37527593,42.37527593,-71.13785566,West Cambridge,
1518,Ben,Miniature Poodle,"(42.37526022, -71.12476745)",42.37526022,42.37526022,-71.12476745,West Cambridge,
4555,Pilot,Labrador Retriever,"(42.37525866, -71.10489701)",42.37525866,42.37525866,-71.10489701,Mid-Cambridge,
4831,Atlas,Great Dane,"(42.37523318, -71.09002175)",42.37523318,42.37523318,-71.09002175,Wellington-Harrington,
881,Molly,Terrier,"(42.37523278, -71.14894132)",42.37523278,42.37523278,-71.14894132,Strawberry Hill,
178,Zorro,Sato,"(42.37522861, -71.09650104)",42.37522861,42.37522861,-71.09650104,NA,
3967,Oban,Tibetan Terrier,"(42.37521735, -71.10883965)",42.37521735,42.37521735,-71.10883965,Mid-Cambridge,
3346,Finn,Golden Retriever,"(42.37521183, -71.12976639)",42.37521183,42.37521183,-71.12976639,West Cambridge,
307,Thunderpaws,Labrador Retriever Mix,"(42.37520023, -71.09975116)",42.37520023,42.37520023,-71.09975116,Wellington-Harrington,
2520,Henry,Labrador Retriever,"(42.37518866, -71.13207124)",42.37518866,42.37518866,-71.13207124,West Cambridge,
3075,Ivy,Golden Retriever,"(42.37516994, -71.1445168)",42.37516994,42.37516994,-71.1445168,West Cambridge,
2100,Lucy,Portuguese Water Dog,"(42.37515021, -71.13614753)",42.37515021,42.37515021,-71.13614753,West Cambridge,
1565,Madison,Greyhound,"(42.37514915, -71.10291407)",42.37514915,42.37514915,-71.10291407,Mid-Cambridge,
89,Rosie,Cock A Poo,"(42.37514454, -71.1525415)",42.37514454,42.37514454,-71.1525415,Strawberry Hill,
2365,Hanna,Terrier Mix,"(42.37514271, -71.13433956)",42.37514271,42.37514271,-71.13433956,West Cambridge,
3792,Merle Dutch,Boxer Bulldog Mix,"(42.37514175, -71.0960219)",42.37514175,42.37514175,-71.0960219,Wellington-Harrington,
3262,Harper,American Eskimo Spitz,"(42.37512624, -71.11226087)",42.37512624,42.37512624,-71.11226087,Mid-Cambridge,
4264,Clark,Long Hair Chihuahua,"(42.37512524, -71.14638931)",42.37512524,42.37512524,-71.14638931,West Cambridge,
1531,Nutmeg,Tibetan Terrier,"(42.37512144, -71.13795812)",42.37512144,42.37512144,-71.13795812,West Cambridge,
4102,Shyla,Beagle,"(42.37511593, -71.10969473)",42.37511593,42.37511593,-71.10969473,Mid-Cambridge,
1639,Lizze,Labrador Retriever,"(42.37510396, -71.12491486)",42.37510396,42.37510396,-71.12491486,West Cambridge,
37,Lucy,Havanese,"(42.37509837, -71.13623254)",42.37509837,42.37509837,-71.13623254,West Cambridge,
2589,Haku,Mix,"(42.37509565, -71.0896293)",42.37509565,42.37509565,-71.0896293,Wellington-Harrington,
3914,Rocky,Havanese,"(42.37509391, -71.14646534)",42.37509391,42.37509391,-71.14646534,West Cambridge,
4835,Chloe,Polish Lowland Sheepdog,"(42.37508792, -71.09829801)",42.37508792,42.37508792,-71.09829801,Wellington-Harrington,
1185,Sam,Puggle,"(42.37505786, -71.10812431)",42.37505786,42.37505786,-71.10812431,Mid-Cambridge,
632,Wiggles,Labrador Retriever,"(42.37505751, -71.12053714)",42.37505751,42.37505751,-71.12053714,West Cambridge,
4469,Guinness,Labrador Retriever Mix,"(42.37505418, -71.14422978)",42.37505418,42.37505418,-71.14422978,West Cambridge,
1148,Rocky,German Shepherd,"(42.37505058, -71.14179221)",42.37505058,42.37505058,-71.14179221,West Cambridge,
3147,Cooper,Coton De Tulear,"(42.37503547, -71.14670574)",42.37503547,42.37503547,-71.14670574,West Cambridge,
1075,Gramsci,Terrier,"(42.37501826, -71.09603102)",42.37501826,42.37501826,-71.09603102,Wellington-Harrington,
877,Cici,Long Hair Chihuahua,"(42.37501109, -71.13022519)",42.37501109,42.37501109,-71.13022519,West Cambridge,
4347,Ripley,Yorksire Terrier,"(42.37500614, -71.1437815)",42.37500614,42.37500614,-71.1437815,West Cambridge,
4894,Barkley,Airedale,"(42.37498427, -71.14541753)",42.37498427,42.37498427,-71.14541753,West Cambridge,
4397,Cassius,Boxer,"(42.37498119, -71.10267448)",42.37498119,42.37498119,-71.10267448,Mid-Cambridge,
4705,Olive,Hound,"(42.37498082, -71.1062385)",42.37498082,42.37498082,-71.1062385,Mid-Cambridge,
1316,Thisbe,Poodle,"(42.37497722, -71.10772092)",42.37497722,42.37497722,-71.10772092,Mid-Cambridge,
1114,Lily,Chihuahua,"(42.37497569, -71.09884867)",42.37497569,42.37497569,-71.09884867,Wellington-Harrington,
98,Chewy,Smoushound,"(42.37497552, -71.13990949)",42.37497552,42.37497552,-71.13990949,West Cambridge,
